name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
岩橋 裕馬,4917,1 コース,200,66,33.0,45.0,59.5,0.18,3.7
岩橋 裕馬,4917,2 コース,263,14,5.3,20.5,38.0,0.19,3.9
岩橋 裕馬,4917,3 コース,276,13,4.7,15.9,32.9,0.17,3.5
岩橋 裕馬,4917,4 コース,269,13,4.8,14.5,31.9,0.17,3.2
岩橋 裕馬,4917,5 コース,350,3,0.8,6.0,21.4,0.16,3.0
岩橋 裕馬,4917,6 コース,399,1,0.2,2.2,6.7,0.17,3.4
