name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
坂野 豊,2772,1 コース,326,67,59,1,0,0,7,0
坂野 豊,2772,2 コース,475,60,0,31,16,0,12,1
坂野 豊,2772,3 コース,483,48,0,16,17,9,5,1
坂野 豊,2772,4 コース,295,23,0,6,9,4,4,0
坂野 豊,2772,5 コース,175,5,0,2,1,1,1,0
坂野 豊,2772,6 コース,115,2,0,0,1,1,0,0
