name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
湯川 浩司,4044,1 コース,1265,839,66.3,82.6,89.0,0.15,3.0
湯川 浩司,4044,2 コース,961,213,22.1,54.2,73.1,0.16,3.4
湯川 浩司,4044,3 コース,1010,218,21.5,48.6,68.6,0.16,3.3
湯川 浩司,4044,4 コース,1155,269,23.2,46.7,65.9,0.16,3.1
湯川 浩司,4044,5 コース,1020,143,14.0,33.7,56.2,0.16,3.2
湯川 浩司,4044,6 コース,853,48,5.6,22.1,44.2,0.19,3.8
