name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
平高 奈菜,4450,女子戦,2708,915,7.01,33.7,55.1,73.7,0.17,3.1
平高 奈菜,4450,混合戦,1577,251,5.56,15.9,32.1,49.5,0.17,3.5
