name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
榎 幸司,4171,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
榎 幸司,4171,G1,446,51,55,74,84,89,88,3,3,0,2,0,0,0,0
榎 幸司,4171,G2,97,19,12,21,16,12,17,0,0,0,0,0,0,0,0
榎 幸司,4171,G3,588,111,125,102,88,88,68,2,5,0,1,0,0,0,0
榎 幸司,4171,一般,4477,1041,874,818,657,576,465,8,24,3,19,0,0,1,0
榎 幸司,4171,総合,5608,1222,1066,1015,845,765,638,13,32,3,22,0,0,1,0
