name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
田邉 亮蔵,4995,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
田邉 亮蔵,4995,G1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
田邉 亮蔵,4995,G2,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0
田邉 亮蔵,4995,G3,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0
田邉 亮蔵,4995,一般,1311,91,121,165,228,272,421,5,4,1,7,0,0,4,1
田邉 亮蔵,4995,総合,1319,91,122,167,231,274,421,5,4,1,7,0,0,4,1
