name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
沖口 幸栄,2719,桐生,8,63,18,6.6,28.5,52.3,68.2,2,0,0.23
沖口 幸栄,2719,戸田,14,97,27,6.21,27.8,42.2,62.8,7,2,0.19
沖口 幸栄,2719,江戸川,4,24,5,6.67,20.8,45.8,75.0,2,0,0.21
沖口 幸栄,2719,平和島,16,129,26,5.79,20.1,35.6,57.3,4,0,0.21
沖口 幸栄,2719,多摩川,12,108,25,6.3,23.1,47.2,64.8,4,0,0.17
沖口 幸栄,2719,浜名湖,15,121,26,5.93,21.4,45.4,60.3,3,0,0.19
沖口 幸栄,2719,蒲郡,9,72,6,5.43,8.3,31.9,51.3,0,0,0.2
沖口 幸栄,2719,常滑,17,125,17,5.52,13.6,32.0,60.0,1,0,0.21
沖口 幸栄,2719,津,19,154,36,6.18,23.3,46.1,63.6,3,0,0.2
沖口 幸栄,2719,三国,22,186,45,6.36,24.1,44.0,63.9,8,1,0.17
沖口 幸栄,2719,びわこ,20,177,28,5.64,15.8,36.7,55.9,3,0,0.2
沖口 幸栄,2719,住之江,44,336,78,6.22,23.2,43.4,63.6,10,2,0.16
沖口 幸栄,2719,尼崎,23,185,44,5.95,23.7,39.4,56.7,4,1,0.18
沖口 幸栄,2719,鳴門,19,178,46,6.2,25.8,46.6,63.4,1,0,0.18
沖口 幸栄,2719,丸亀,5,34,9,5.85,26.4,35.2,52.9,1,0,0.19
沖口 幸栄,2719,児島,10,98,22,6.27,22.4,43.8,65.3,2,0,0.2
沖口 幸栄,2719,宮島,15,136,22,5.71,16.1,36.0,58.8,3,1,0.2
沖口 幸栄,2719,徳山,11,101,32,6.35,31.6,47.5,66.3,4,1,0.19
沖口 幸栄,2719,下関,12,115,19,5.98,16.5,37.3,60.0,1,0,0.19
沖口 幸栄,2719,若松,4,35,9,6.83,25.7,48.5,65.7,1,0,0.2
沖口 幸栄,2719,芦屋,13,104,20,5.76,19.2,39.4,54.8,1,0,0.18
沖口 幸栄,2719,福岡,15,138,28,5.83,20.2,36.9,59.4,3,0,0.18
沖口 幸栄,2719,唐津,14,117,29,6.44,24.7,43.5,61.5,5,0,0.17
沖口 幸栄,2719,大村,14,122,25,6.26,20.4,44.2,60.6,2,0,0.19
