name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
江並 浩一,3632,1 号艇,523,104,19.8,32.7,45.3,0,0
江並 浩一,3632,2 号艇,570,53,9.3,21.7,34.3,0,0
江並 浩一,3632,3 号艇,586,48,8.1,22.0,31.2,0,0
江並 浩一,3632,4 号艇,553,41,7.4,17.5,29.4,0,0
江並 浩一,3632,5 号艇,548,28,5.1,11.6,22.6,0,0
江並 浩一,3632,6 号艇,567,27,4.7,11.6,20.2,2,0
