name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
佐藤 幸子,3140,女子戦,1556,323,6.0,20.7,42.6,61.3,0.2,3.1
佐藤 幸子,3140,混合戦,1958,257,5.16,13.1,32.7,50.4,0.2,3.2
