name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
田中 宏樹,4861,1 コース,214,107,50.0,63.5,74.7,0.16,3.1
田中 宏樹,4861,2 コース,293,30,10.2,32.4,51.8,0.18,3.6
田中 宏樹,4861,3 コース,267,33,12.3,28.8,50.1,0.17,3.0
田中 宏樹,4861,4 コース,295,19,6.4,23.7,41.0,0.16,3.2
田中 宏樹,4861,5 コース,375,23,6.1,16.5,32.0,0.17,3.3
田中 宏樹,4861,6 コース,507,6,1.1,4.3,12.4,0.18,3.6
