name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
清水 紀克,3542,1 コース,1204,373,331,1,0,0,38,3
清水 紀克,3542,2 コース,2289,223,0,104,90,0,25,4
清水 紀克,3542,3 コース,1153,140,0,25,72,16,24,3
清水 紀克,3542,4 コース,726,97,0,15,66,7,8,1
清水 紀克,3542,5 コース,510,47,0,12,20,5,9,1
清水 紀克,3542,6 コース,226,17,0,2,8,5,2,0
