name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
館野 友良,2596,1 コース,825,155,18.7,39.1,56.8,0.18,2.9
館野 友良,2596,2 コース,963,122,12.6,29.2,48.8,0.19,3.3
館野 友良,2596,3 コース,812,76,9.3,24.7,44.0,0.19,3.2
館野 友良,2596,4 コース,674,68,10.0,20.9,38.2,0.19,3.3
館野 友良,2596,5 コース,361,18,4.9,16.6,35.7,0.2,3.4
館野 友良,2596,6 コース,202,7,3.4,10.8,25.7,0.22,3.6
