name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
松田 真実,5272,女子戦,170,6,2.59,3.5,10.5,17.6,0.19,3.6
松田 真実,5272,混合戦,193,8,2.13,4.1,5.7,10.8,0.18,3.5
