name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
野末 昌男,2349,1 コース,1049,127,12.1,27.5,49.6,0.25,4.0
野末 昌男,2349,2 コース,1015,75,7.3,21.3,42.6,0.25,4.3
野末 昌男,2349,3 コース,750,41,5.4,15.6,33.6,0.25,4.3
野末 昌男,2349,4 コース,311,14,4.5,11.5,28.3,0.27,4.4
野末 昌男,2349,5 コース,96,5,5.2,12.5,25.0,0.27,4.1
野末 昌男,2349,6 コース,42,2,4.7,16.6,30.9,0.25,4.3
