name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
奥村 明日香,5198,女子戦,423,27,3.6,6.3,16.0,27.1,0.2,3.9
奥村 明日香,5198,混合戦,313,6,2.42,1.9,6.0,14.3,0.2,3.9
