name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
木村 光宏,3568,1 号艇,1468,897,61.1,76.5,83.1,62,33
木村 光宏,3568,2 号艇,1266,364,28.7,50.7,63.1,57,14
木村 光宏,3568,3 号艇,1255,322,25.6,44.5,63.5,43,3
木村 光宏,3568,4 号艇,1255,266,21.2,40.4,58.4,47,3
木村 光宏,3568,5 号艇,1166,227,19.4,35.3,52.2,32,3
木村 光宏,3568,6 号艇,1109,212,19.1,35.9,51.4,25,1
