name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
池田 明美,3894,女子戦,2693,658,5.8,24.4,43.3,57.1,0.18,2.9
池田 明美,3894,混合戦,1466,158,3.91,10.7,21.2,32.5,0.2,3.3
