name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
土屋 蘭,5310,女子戦,99,2,2.65,2.0,7.0,13.1,0.23,4.5
土屋 蘭,5310,混合戦,152,2,1.91,1.3,3.2,6.5,0.22,4.9
