name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
田中 徳行,2652,桐生,8,59,9,5.31,15.2,30.5,49.1,0,0,0.22
田中 徳行,2652,戸田,14,113,11,5.12,9.7,31.8,48.6,0,0,0.2
田中 徳行,2652,江戸川,4,32,5,5.34,15.6,34.3,53.1,0,0,0.21
田中 徳行,2652,平和島,13,119,13,4.73,10.9,27.7,41.1,0,0,0.19
田中 徳行,2652,多摩川,10,80,10,4.79,12.5,28.7,47.5,0,0,0.22
田中 徳行,2652,浜名湖,14,123,17,5.04,13.8,27.6,50.4,1,0,0.2
田中 徳行,2652,蒲郡,6,48,6,5.19,12.5,31.2,47.9,0,0,0.21
田中 徳行,2652,常滑,15,135,20,4.85,14.8,27.4,43.7,1,0,0.21
田中 徳行,2652,津,15,115,20,5.29,17.3,34.7,53.0,3,0,0.19
田中 徳行,2652,三国,13,98,10,4.68,10.2,23.4,43.8,1,0,0.19
田中 徳行,2652,びわこ,10,83,14,5.24,16.8,32.5,46.9,0,0,0.2
田中 徳行,2652,住之江,15,126,20,5.38,15.8,38.1,52.3,3,0,0.17
田中 徳行,2652,尼崎,12,100,11,4.77,11.0,25.0,42.0,0,0,0.18
田中 徳行,2652,鳴門,59,540,91,5.46,16.8,32.7,53.3,6,2,0.19
田中 徳行,2652,丸亀,22,186,26,4.92,13.9,29.5,46.2,1,1,0.19
田中 徳行,2652,児島,11,104,13,4.62,12.5,27.8,38.4,0,0,0.21
田中 徳行,2652,宮島,10,94,7,4.27,7.4,22.3,35.1,0,0,0.21
田中 徳行,2652,徳山,14,128,14,4.72,10.9,28.9,42.1,0,0,0.21
田中 徳行,2652,下関,16,133,21,5.25,15.7,27.8,50.3,3,1,0.2
田中 徳行,2652,若松,7,71,15,5.58,21.1,38.0,54.9,0,0,0.16
田中 徳行,2652,芦屋,9,84,15,5.05,17.8,30.9,47.6,0,0,0.19
田中 徳行,2652,福岡,16,138,13,4.6,9.4,17.3,42.7,0,0,0.2
田中 徳行,2652,唐津,12,96,8,5.21,8.3,32.2,51.0,1,0,0.19
田中 徳行,2652,大村,10,87,21,5.9,24.1,40.2,54.0,2,1,0.2
