name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
安河内 健,5026,1 コース,227,153,143,0,0,0,8,2
安河内 健,5026,2 コース,191,36,0,24,11,0,1,0
安河内 健,5026,3 コース,192,43,0,2,12,24,5,0
安河内 健,5026,4 コース,217,33,0,5,16,11,0,1
安河内 健,5026,5 コース,221,24,0,0,4,15,4,1
安河内 健,5026,6 コース,327,12,0,1,2,6,3,0
