name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
橋本 久和,3475,桐生,130,1154,295,6.24,25.5,44.1,62.3,28,3,0.19
橋本 久和,3475,戸田,53,403,109,6.32,27.0,45.6,62.5,18,4,0.17
橋本 久和,3475,江戸川,69,537,131,6.53,24.3,48.4,67.2,26,5,0.18
橋本 久和,3475,平和島,41,352,74,6.21,21.0,42.9,60.8,10,2,0.17
橋本 久和,3475,多摩川,46,404,93,6.03,23.0,42.0,58.9,9,1,0.17
橋本 久和,3475,浜名湖,34,301,82,6.54,27.2,48.5,66.4,9,1,0.17
橋本 久和,3475,蒲郡,31,296,83,6.46,28.0,47.6,65.8,10,2,0.17
橋本 久和,3475,常滑,33,271,60,6.11,22.1,43.1,63.4,9,1,0.18
橋本 久和,3475,津,32,281,65,6.2,23.1,43.4,62.9,5,1,0.17
橋本 久和,3475,三国,25,217,50,5.99,23.0,39.6,58.5,4,1,0.18
橋本 久和,3475,びわこ,22,200,57,6.7,28.5,49.5,66.0,6,1,0.17
橋本 久和,3475,住之江,20,171,33,6.22,19.3,44.4,61.4,4,0,0.17
橋本 久和,3475,尼崎,28,236,48,6.28,20.3,46.6,63.9,9,0,0.18
橋本 久和,3475,鳴門,20,182,45,6.27,24.7,42.3,62.0,5,0,0.17
橋本 久和,3475,丸亀,28,258,73,6.53,28.2,50.0,65.8,11,1,0.17
橋本 久和,3475,児島,19,178,35,6.04,19.6,40.4,61.8,3,1,0.17
橋本 久和,3475,宮島,26,251,53,6.15,21.1,44.6,64.1,3,0,0.18
橋本 久和,3475,徳山,20,187,49,6.33,26.2,44.9,64.1,6,1,0.17
橋本 久和,3475,下関,23,198,46,6.2,23.2,42.4,58.0,5,1,0.17
橋本 久和,3475,若松,24,213,52,6.35,24.4,42.7,64.7,6,0,0.18
橋本 久和,3475,芦屋,21,191,42,6.28,21.9,41.8,64.4,2,0,0.18
橋本 久和,3475,福岡,29,265,78,6.64,29.4,51.3,64.9,14,2,0.17
橋本 久和,3475,唐津,19,174,37,5.95,21.2,41.3,58.0,6,1,0.18
橋本 久和,3475,大村,22,200,50,6.43,25.0,45.5,62.5,5,1,0.18
