name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
三ッ井 高行,2976,1 号艇,149,14,9.4,18.7,34.9,0,0
三ッ井 高行,2976,2 号艇,128,16,12.5,21.8,35.9,0,0
三ッ井 高行,2976,3 号艇,134,13,9.7,22.3,31.3,0,0
三ッ井 高行,2976,4 号艇,132,8,6.0,13.6,24.2,0,0
三ッ井 高行,2976,5 号艇,126,1,0.7,8.7,31.7,0,0
三ッ井 高行,2976,6 号艇,140,10,7.1,15.0,20.0,0,0
