name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
藤井 徹,3507,1 コース,825,227,27.5,58.1,72.8,0.18,3.3
藤井 徹,3507,2 コース,954,98,10.2,35.7,58.3,0.2,3.7
藤井 徹,3507,3 コース,1107,89,8.0,28.4,52.0,0.2,3.7
藤井 徹,3507,4 コース,1359,111,8.1,25.9,49.8,0.21,3.9
藤井 徹,3507,5 コース,1099,80,7.2,23.0,44.3,0.23,4.2
藤井 徹,3507,6 コース,574,20,3.4,16.2,36.5,0.23,4.2
