name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
松井 友汰,5049,1 コース,142,78,77,0,0,0,0,1
松井 友汰,5049,2 コース,177,27,0,20,7,0,0,0
松井 友汰,5049,3 コース,179,25,0,1,3,18,3,0
松井 友汰,5049,4 コース,207,23,0,3,10,7,3,0
松井 友汰,5049,5 コース,218,10,0,1,1,8,0,0
松井 友汰,5049,6 コース,380,3,0,1,0,2,0,0
