name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
松尾 祭,4452,1 号艇,655,261,39.8,63.6,74.8,1,1
松尾 祭,4452,2 号艇,661,71,10.7,34.9,58.0,3,0
松尾 祭,4452,3 号艇,695,78,11.2,34.9,55.8,9,1
松尾 祭,4452,4 号艇,649,70,10.7,27.8,51.0,7,3
松尾 祭,4452,5 号艇,645,25,3.8,16.7,40.4,6,0
松尾 祭,4452,6 号艇,643,19,2.9,14.0,31.7,11,0
