name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
西村 歩,4243,女子戦,2569,482,5.31,18.7,35.1,50.3,0.17,3.0
西村 歩,4243,混合戦,1024,110,4.08,10.7,21.2,33.3,0.18,3.4
