name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
都築 正治,3550,桐生,35,324,82,5.95,25.3,44.4,57.7,8,3,0.19
都築 正治,3550,戸田,38,298,72,6.06,24.1,45.6,60.4,8,2,0.17
都築 正治,3550,江戸川,17,132,32,6.11,24.2,43.1,59.8,4,2,0.17
都築 正治,3550,平和島,40,361,89,6.2,24.6,44.0,60.9,12,0,0.16
都築 正治,3550,多摩川,32,280,68,5.97,24.2,43.5,59.2,7,1,0.17
都築 正治,3550,浜名湖,59,493,147,6.52,29.8,47.8,64.5,15,4,0.17
都築 正治,3550,蒲郡,92,882,296,6.79,33.5,53.4,67.5,35,11,0.17
都築 正治,3550,常滑,97,856,308,7.04,35.9,56.1,71.3,41,9,0.17
都築 正治,3550,津,43,371,83,6.01,22.3,41.2,56.8,8,0,0.18
都築 正治,3550,三国,39,338,91,6.48,26.9,49.4,64.7,16,4,0.17
都築 正治,3550,びわこ,19,165,37,5.9,22.4,40.6,60.6,5,1,0.17
都築 正治,3550,住之江,39,338,74,6.03,21.8,45.5,57.1,12,3,0.16
都築 正治,3550,尼崎,31,273,58,5.89,21.2,43.2,59.3,4,0,0.17
都築 正治,3550,鳴門,35,323,95,6.53,29.4,49.5,65.6,10,7,0.17
都築 正治,3550,丸亀,30,278,56,5.91,20.1,41.3,55.4,10,1,0.17
都築 正治,3550,児島,30,296,75,6.34,25.3,50.0,64.1,10,3,0.17
都築 正治,3550,宮島,24,222,52,6.03,23.4,41.8,61.7,5,2,0.17
都築 正治,3550,徳山,23,216,51,5.89,23.6,41.6,59.7,7,1,0.18
都築 正治,3550,下関,24,244,67,6.37,27.4,47.1,64.3,6,1,0.17
都築 正治,3550,若松,27,267,89,6.69,33.3,55.4,69.2,9,4,0.17
都築 正治,3550,芦屋,25,239,59,6.29,24.6,46.8,61.0,8,1,0.17
都築 正治,3550,福岡,14,133,29,6.02,21.8,36.8,59.4,5,1,0.17
都築 正治,3550,唐津,31,289,73,6.03,25.2,45.6,60.5,6,1,0.17
都築 正治,3550,大村,40,376,99,6.44,26.3,47.6,64.6,10,1,0.17
