name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
福田 雅一,3543,桐生,22,190,43,6.36,22.6,44.2,63.6,8,0,0.16
福田 雅一,3543,戸田,21,176,33,6.03,18.7,39.7,59.0,5,1,0.17
福田 雅一,3543,江戸川,33,266,73,6.8,27.4,53.3,66.5,15,6,0.17
福田 雅一,3543,平和島,22,190,37,6.46,19.4,42.6,56.8,8,2,0.16
福田 雅一,3543,多摩川,21,176,39,6.06,22.1,40.3,56.2,4,2,0.18
福田 雅一,3543,浜名湖,35,301,74,6.32,24.5,42.8,60.4,11,1,0.17
福田 雅一,3543,蒲郡,19,163,31,6.42,19.0,43.5,64.4,7,0,0.17
福田 雅一,3543,常滑,27,228,64,6.57,28.0,48.6,66.2,9,1,0.18
福田 雅一,3543,津,18,148,27,5.85,18.2,40.5,56.0,4,0,0.18
福田 雅一,3543,三国,29,229,48,6.31,20.9,45.4,65.0,9,0,0.16
福田 雅一,3543,びわこ,24,217,49,6.09,22.5,40.5,59.4,6,3,0.16
福田 雅一,3543,住之江,32,269,51,6.5,18.9,40.8,62.0,8,0,0.16
福田 雅一,3543,尼崎,26,241,56,6.18,23.2,43.5,58.0,6,0,0.16
福田 雅一,3543,鳴門,55,498,129,6.67,25.9,48.1,64.2,17,7,0.16
福田 雅一,3543,丸亀,143,1406,374,6.53,26.6,48.0,65.7,49,8,0.16
福田 雅一,3543,児島,34,319,87,6.35,27.2,46.0,63.0,13,3,0.17
福田 雅一,3543,宮島,28,268,75,6.51,27.9,48.1,64.5,7,2,0.17
福田 雅一,3543,徳山,31,299,67,6.24,22.4,43.8,63.5,6,4,0.17
福田 雅一,3543,下関,31,299,85,6.34,28.4,44.8,58.8,7,2,0.16
福田 雅一,3543,若松,28,230,53,6.11,23.0,45.2,61.7,7,0,0.16
福田 雅一,3543,芦屋,22,206,51,6.15,24.7,43.6,60.1,4,2,0.16
福田 雅一,3543,福岡,28,245,56,6.35,22.8,43.2,65.3,8,1,0.17
福田 雅一,3543,唐津,33,310,79,6.57,25.4,49.6,66.7,11,1,0.17
福田 雅一,3543,大村,31,284,69,6.27,24.3,44.7,59.1,10,2,0.18
