name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
竹中 晶,4476,女子戦,19,0,1.37,0.0,0.0,0.0,0.27,4.4
竹中 晶,4476,混合戦,21,0,1.33,0.0,0.0,0.0,0.23,4.1
