name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
守屋 美穂,4482,女子戦,2654,850,6.76,32.0,52.5,68.6,0.18,3.3
守屋 美穂,4482,混合戦,1342,237,5.66,17.6,33.5,50.3,0.17,3.4
