name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
島田 賢人,4505,1 号艇,667,609,10,2,5,7,34,0
島田 賢人,4505,2 号艇,629,5,533,35,6,17,33,0
島田 賢人,4505,3 号艇,665,2,14,545,39,24,40,1
島田 賢人,4505,4 号艇,638,0,0,18,492,77,51,0
島田 賢人,4505,5 号艇,600,0,1,1,30,485,82,1
島田 賢人,4505,6 号艇,614,0,0,0,4,60,549,1
