name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
益田 啓司,4102,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
益田 啓司,4102,G1,335,34,58,59,51,66,65,1,1,1,0,0,0,0,0
益田 啓司,4102,G2,82,12,10,15,19,18,8,0,0,0,0,0,0,0,0
益田 啓司,4102,G3,654,146,121,117,97,85,79,2,5,1,2,0,0,0,1
益田 啓司,4102,一般,5572,1642,1137,890,687,605,570,16,21,9,11,0,0,0,0
益田 啓司,4102,総合,6643,1834,1326,1081,854,774,722,19,27,11,13,0,0,0,1
