name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
篠崎 仁志,4477,1 コース,891,659,73.9,83.0,90.2,0.13,2.7
篠崎 仁志,4477,2 コース,628,127,20.2,53.3,70.5,0.14,3.0
篠崎 仁志,4477,3 コース,643,135,21.0,48.5,72.0,0.14,2.7
篠崎 仁志,4477,4 コース,754,147,19.5,44.4,68.9,0.14,2.9
篠崎 仁志,4477,5 コース,732,54,7.3,28.1,51.6,0.14,3.0
篠崎 仁志,4477,6 コース,817,42,5.1,17.9,38.5,0.16,3.2
