name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
小野 生奈,4530,女子戦,2027,599,6.78,29.5,51.8,69.7,0.16,2.9
小野 生奈,4530,混合戦,1434,234,5.56,16.3,32.4,49.2,0.17,3.3
