name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
林 美憲,3743,1 コース,1600,1040,968,1,1,1,65,4
林 美憲,3743,2 コース,1344,312,0,154,129,0,25,4
林 美憲,3743,3 コース,1382,370,0,54,161,102,48,5
林 美憲,3743,4 コース,1588,351,0,55,157,87,47,5
林 美憲,3743,5 コース,969,148,1,20,52,54,18,3
林 美憲,3743,6 コース,462,34,0,11,9,11,2,1
