name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
白石 有美,4940,女子戦,552,11,2.53,1.9,7.6,13.0,0.2,3.5
白石 有美,4940,混合戦,264,2,1.63,0.7,3.0,4.5,0.2,4.0
