name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
吉村 重行,3413,桐生,12,81,6,3.65,7.4,14.8,30.8,0,0,0.26
吉村 重行,3413,戸田,19,128,5,3.91,3.9,15.6,35.1,0,0,0.27
吉村 重行,3413,江戸川,10,78,4,3.06,5.1,10.2,19.2,0,0,0.3
吉村 重行,3413,平和島,14,97,5,3.93,5.1,18.5,34.0,0,0,0.27
吉村 重行,3413,多摩川,11,91,1,3.74,1.1,15.3,31.8,0,0,0.27
吉村 重行,3413,浜名湖,16,114,2,3.73,1.7,12.2,25.4,0,0,0.28
吉村 重行,3413,蒲郡,19,144,4,3.89,2.7,11.8,34.7,0,0,0.28
吉村 重行,3413,常滑,14,99,3,3.77,3.0,8.0,31.3,0,0,0.28
吉村 重行,3413,津,14,98,10,4.19,10.2,19.3,34.6,0,0,0.27
吉村 重行,3413,三国,10,62,4,3.9,6.4,12.9,30.6,0,0,0.27
吉村 重行,3413,びわこ,11,91,4,4.04,4.4,15.3,34.0,0,0,0.27
吉村 重行,3413,住之江,10,71,2,3.48,2.8,9.8,25.3,0,0,0.24
吉村 重行,3413,尼崎,18,123,6,4.09,4.8,18.7,34.1,0,0,0.26
吉村 重行,3413,鳴門,17,119,8,4.19,6.7,20.1,36.9,0,0,0.26
吉村 重行,3413,丸亀,23,174,7,3.96,4.0,16.0,31.6,0,0,0.25
吉村 重行,3413,児島,20,164,7,4.23,4.2,18.2,35.3,1,0,0.25
吉村 重行,3413,宮島,21,172,5,3.54,2.9,11.0,29.0,0,0,0.29
吉村 重行,3413,徳山,15,104,1,3.55,0.9,11.5,27.8,0,0,0.29
吉村 重行,3413,下関,11,91,5,3.92,5.4,15.3,32.9,0,0,0.26
吉村 重行,3413,若松,27,239,15,3.8,6.2,14.6,30.9,0,0,0.26
吉村 重行,3413,芦屋,19,149,3,3.82,2.0,15.4,31.5,0,0,0.27
吉村 重行,3413,福岡,29,245,13,4.06,5.3,16.7,35.5,0,0,0.26
吉村 重行,3413,唐津,19,127,3,3.78,2.3,12.6,32.2,0,0,0.28
吉村 重行,3413,大村,53,442,23,4.25,5.2,17.4,37.1,1,0,0.26
