name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
石丸 小槙,5215,女子戦,103,6,3.63,5.8,17.4,29.1,0.17,3.2
石丸 小槙,5215,混合戦,151,3,2.4,1.9,7.2,13.2,0.16,3.1
