name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
廣瀬 凜,5280,桐生,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
廣瀬 凜,5280,戸田,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
廣瀬 凜,5280,江戸川,3,29,4,5.34,13.7,31.0,51.7,0,0,0.24
廣瀬 凜,5280,平和島,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
廣瀬 凜,5280,多摩川,2,18,4,4.78,22.2,27.7,38.8,0,0,0.19
廣瀬 凜,5280,浜名湖,2,13,0,4.38,0.0,23.0,53.8,0,0,0.18
廣瀬 凜,5280,蒲郡,2,15,0,2.53,0.0,6.6,13.3,0,0,0.27
廣瀬 凜,5280,常滑,5,34,2,4.0,5.8,17.6,32.3,0,0,0.21
廣瀬 凜,5280,津,4,31,0,2.84,0.0,3.2,19.3,0,0,0.2
廣瀬 凜,5280,三国,8,58,2,3.29,3.4,12.0,24.1,0,0,0.2
廣瀬 凜,5280,びわこ,15,122,6,3.6,4.9,9.8,29.5,0,0,0.21
廣瀬 凜,5280,住之江,3,28,2,3.89,7.1,21.4,39.2,0,0,0.25
廣瀬 凜,5280,尼崎,4,32,3,4.28,9.3,18.7,40.6,0,0,0.21
廣瀬 凜,5280,鳴門,3,22,0,4.32,0.0,18.1,45.4,1,0,0.21
廣瀬 凜,5280,丸亀,2,17,1,3.47,5.8,17.6,17.6,0,0,0.2
廣瀬 凜,5280,児島,3,27,0,2.78,0.0,11.1,22.2,0,0,0.22
廣瀬 凜,5280,宮島,3,26,1,4.85,3.8,30.7,42.3,0,0,0.21
廣瀬 凜,5280,徳山,1,10,0,5.0,0.0,10.0,50.0,0,0,0.15
廣瀬 凜,5280,下関,3,26,2,4.85,7.6,26.9,38.4,1,0,0.22
廣瀬 凜,5280,若松,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
廣瀬 凜,5280,芦屋,1,10,2,6.2,20.0,40.0,60.0,0,0,0.23
廣瀬 凜,5280,福岡,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
廣瀬 凜,5280,唐津,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0
廣瀬 凜,5280,大村,1,8,0,3.88,0.0,12.5,25.0,0,0,0.22
