name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
富樫 麗加,4758,女子戦,1320,188,5.35,14.2,33.2,52.3,0.18,3.4
富樫 麗加,4758,混合戦,534,50,4.23,9.3,18.9,35.5,0.19,3.8
