name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
西川 拓利,5212,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西川 拓利,5212,G1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西川 拓利,5212,G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西川 拓利,5212,G3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
西川 拓利,5212,一般,774,35,55,96,111,206,266,2,3,0,2,0,0,1,0
西川 拓利,5212,総合,774,35,55,96,111,206,266,2,3,0,2,0,0,1,0
