name,regno,艇番,出走数,1着数,1着率,2連対率,3連対率,優出,優勝
松瀬 弘美,3474,1 号艇,926,246,26.5,51.7,67.4,2,1
松瀬 弘美,3474,2 号艇,962,175,18.1,40.4,58.9,6,0
松瀬 弘美,3474,3 号艇,1019,141,13.8,37.8,57.0,7,0
松瀬 弘美,3474,4 号艇,986,106,10.7,28.1,47.9,9,0
松瀬 弘美,3474,5 号艇,940,72,7.6,22.0,42.6,10,0
松瀬 弘美,3474,6 号艇,937,42,4.4,17.4,35.6,17,1
