name,regno,グレード,出走数,1着,2着,3着,4着,5着,6着,S0,S1,S2,F,L0,L1,K0,K1
佐々木 翔斗,4934,SG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
佐々木 翔斗,4934,G1,7,1,3,1,1,1,0,0,0,0,0,0,0,0,0
佐々木 翔斗,4934,G2,8,1,4,2,0,1,0,0,0,0,0,1,0,0,0
佐々木 翔斗,4934,G3,53,6,10,10,11,6,10,0,0,0,0,0,0,0,0
佐々木 翔斗,4934,一般,1668,190,257,265,273,318,332,12,16,2,13,0,0,4,2
佐々木 翔斗,4934,総合,1736,198,274,278,285,326,342,12,16,2,13,1,0,4,2
