name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
今井 裕梨,4240,女子戦,2887,499,5.16,17.2,34.0,49.6,0.17,2.8
今井 裕梨,4240,混合戦,966,102,3.88,10.5,21.0,32.0,0.18,3.1
