name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
田中 実,2835,1 コース,234,30,12.8,29.0,48.7,0.28,4.3
田中 実,2835,2 コース,159,16,10.0,23.2,38.3,0.27,4.5
田中 実,2835,3 コース,236,26,11.0,27.1,43.2,0.28,4.2
田中 実,2835,4 コース,433,57,13.1,27.2,42.0,0.26,4.3
田中 実,2835,5 コース,497,36,7.2,19.7,37.6,0.26,4.4
田中 実,2835,6 コース,252,10,3.9,9.9,25.7,0.29,4.7
