name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
土屋 南,4964,1 号艇,199,196,2,0,0,0,0,1
土屋 南,4964,2 号艇,185,0,175,7,1,2,0,0
土屋 南,4964,3 号艇,194,0,2,180,9,1,2,0
土屋 南,4964,4 号艇,265,0,0,4,225,21,15,0
土屋 南,4964,5 号艇,274,0,0,1,17,211,45,0
土屋 南,4964,6 号艇,299,0,0,0,5,31,263,0
