name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
坂口 愛,4599,女子戦,373,18,2.57,4.8,8.8,14.4,0.2,3.7
坂口 愛,4599,混合戦,267,1,1.57,0.3,0.7,4.8,0.21,3.8
