name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
原田 佑実,4372,女子戦,2572,469,5.74,18.2,38.3,58.0,0.17,2.9
原田 佑実,4372,混合戦,733,52,4.1,7.0,19.6,36.0,0.18,3.1
