name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
中村 かなえ,4998,女子戦,843,135,4.91,16.0,29.3,44.4,0.14,2.5
中村 かなえ,4998,混合戦,497,50,3.66,10.0,18.9,28.9,0.15,2.8
