name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
鈴木 裕隆,4231,1 号艇,737,634,19,8,6,30,40,0
鈴木 裕隆,4231,2 号艇,822,10,622,73,29,32,56,0
鈴木 裕隆,4231,3 号艇,825,1,18,628,66,52,60,0
鈴木 裕隆,4231,4 号艇,779,3,2,26,536,108,104,0
鈴木 裕隆,4231,5 号艇,773,1,3,7,49,570,143,0
鈴木 裕隆,4231,6 号艇,759,1,3,0,12,87,656,0
