name,regno,艇番,出走数,1 コース,2 コース,3 コース,4 コース,5 コース,6 コース,その他
神ノ口 国光,2194,1 号艇,419,408,10,0,0,0,0,1
神ノ口 国光,2194,2 号艇,408,147,242,14,3,1,0,1
神ノ口 国光,2194,3 号艇,362,100,149,106,7,0,0,0
神ノ口 国光,2194,4 号艇,372,113,131,68,60,0,0,0
神ノ口 国光,2194,5 号艇,366,104,125,70,45,22,0,0
神ノ口 国光,2194,6 号艇,381,103,147,62,48,14,7,0
