name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
鈴木 勝博,3037,1 コース,271,53,19.5,39.8,56.8,0.2,3.0
鈴木 勝博,3037,2 コース,303,32,10.5,29.7,49.8,0.19,3.0
鈴木 勝博,3037,3 コース,311,39,12.5,26.3,43.4,0.18,2.9
鈴木 勝博,3037,4 コース,267,39,14.6,26.5,42.3,0.18,2.8
鈴木 勝博,3037,5 コース,257,15,5.8,17.1,29.5,0.17,2.8
鈴木 勝博,3037,6 コース,202,3,1.4,8.9,21.2,0.23,4.1
