name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
和合 俊介,4268,桐生,14,115,9,4.2,7.8,22.6,38.2,0,0,0.17
和合 俊介,4268,戸田,12,84,8,4.24,9.5,20.2,36.9,0,0,0.16
和合 俊介,4268,江戸川,11,80,6,3.7,7.5,13.7,23.7,0,0,0.19
和合 俊介,4268,平和島,13,113,14,4.37,12.3,27.4,36.2,0,0,0.15
和合 俊介,4268,多摩川,14,119,13,4.71,10.9,29.4,43.7,1,0,0.14
和合 俊介,4268,浜名湖,17,132,13,3.99,9.8,19.7,33.3,0,0,0.17
和合 俊介,4268,蒲郡,19,137,9,3.9,6.5,17.5,33.5,0,0,0.17
和合 俊介,4268,常滑,18,133,11,4.14,8.2,15.0,36.0,0,0,0.17
和合 俊介,4268,津,12,98,7,4.15,7.1,21.4,38.7,0,0,0.15
和合 俊介,4268,三国,8,63,6,3.83,9.5,19.0,30.1,0,0,0.15
和合 俊介,4268,びわこ,17,144,12,4.4,8.3,22.2,41.6,1,0,0.16
和合 俊介,4268,住之江,25,198,14,4.19,7.0,22.2,36.3,0,0,0.17
和合 俊介,4268,尼崎,12,106,11,4.62,10.3,25.4,43.4,0,0,0.16
和合 俊介,4268,鳴門,10,83,8,3.98,9.6,21.6,34.9,0,0,0.17
和合 俊介,4268,丸亀,16,128,12,4.3,9.3,26.5,39.0,0,0,0.17
和合 俊介,4268,児島,20,164,13,4.08,7.9,22.5,34.7,0,0,0.17
和合 俊介,4268,宮島,21,187,22,4.24,11.7,23.5,36.9,0,0,0.17
和合 俊介,4268,徳山,17,140,6,3.52,4.2,17.1,27.8,0,0,0.17
和合 俊介,4268,下関,23,189,9,4.02,4.7,17.9,36.5,1,0,0.17
和合 俊介,4268,若松,43,363,26,4.05,7.1,19.2,34.4,0,0,0.16
和合 俊介,4268,芦屋,25,220,16,3.65,7.2,17.2,28.6,0,0,0.17
和合 俊介,4268,福岡,43,362,25,4.12,6.9,21.8,36.1,2,0,0.17
和合 俊介,4268,唐津,33,273,14,4.15,5.1,19.4,37.0,0,0,0.17
和合 俊介,4268,大村,30,243,19,3.91,7.8,20.1,31.2,1,0,0.16
