name,regno,コース,出走数,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ
山田 達也,4628,1 コース,39,9,8,0,0,0,1,0
山田 達也,4628,2 コース,50,2,0,1,1,0,0,0
山田 達也,4628,3 コース,69,2,0,0,0,2,0,0
山田 達也,4628,4 コース,60,4,0,0,2,2,0,0
山田 達也,4628,5 コース,139,5,0,0,1,3,1,0
山田 達也,4628,6 コース,321,1,0,0,0,1,0,0
