name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
八十岡 恵美,4699,女子戦,406,5,2.7,1.2,5.9,14.5,0.21,3.7
八十岡 恵美,4699,混合戦,139,0,1.83,0.0,2.8,5.7,0.21,3.7
