name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
勝浦 真帆,4884,女子戦,1500,262,5.26,17.4,33.0,50.1,0.14,2.6
勝浦 真帆,4884,混合戦,890,77,3.68,8.6,18.7,29.8,0.15,2.9
