name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
小松 里香,3359,女子戦,397,16,3.76,4.0,15.3,31.7,0.25,3.9
小松 里香,3359,混合戦,239,13,3.05,5.4,10.4,19.2,0.25,3.6
