name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
吉原 美穂子,3531,女子戦,1737,303,5.24,17.4,33.7,49.9,0.21,3.2
吉原 美穂子,3531,混合戦,753,79,4.4,10.4,23.7,40.5,0.21,3.2
