name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
根岸 真優,5322,女子戦,97,0,1.39,0.0,0.0,1.0,0.2,3.7
根岸 真優,5322,混合戦,126,1,1.5,0.7,2.3,3.1,0.19,3.9
