name,regno,レース,出走数,1着数,勝率,1着率,2連対率,3連対率,平均ST,平均ST順
中田 夕貴,4900,女子戦,1298,207,5.19,15.9,33.9,50.4,0.17,3.1
中田 夕貴,4900,混合戦,586,72,4.03,12.2,23.5,33.7,0.17,3.2
