name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
宮嵜 隆太郎,3825,桐生,19,157,31,5.04,19.7,33.1,47.7,0,0,0.15
宮嵜 隆太郎,3825,戸田,19,157,27,4.68,17.2,28.6,41.4,0,0,0.15
宮嵜 隆太郎,3825,江戸川,31,263,47,4.51,17.8,30.0,38.7,1,0,0.17
宮嵜 隆太郎,3825,平和島,22,177,31,4.61,17.5,29.3,41.8,0,0,0.14
宮嵜 隆太郎,3825,多摩川,22,183,35,4.83,19.1,33.8,45.3,1,1,0.15
宮嵜 隆太郎,3825,浜名湖,18,143,20,4.59,13.9,27.9,41.9,1,0,0.16
宮嵜 隆太郎,3825,蒲郡,26,218,34,4.32,15.6,27.5,38.0,0,0,0.16
宮嵜 隆太郎,3825,常滑,21,171,34,4.99,19.8,37.4,45.0,4,0,0.16
宮嵜 隆太郎,3825,津,17,127,25,4.61,19.6,29.1,36.2,0,0,0.17
宮嵜 隆太郎,3825,三国,22,174,14,3.89,8.0,21.8,34.4,0,0,0.15
宮嵜 隆太郎,3825,びわこ,25,206,31,4.52,15.0,29.1,39.3,2,0,0.15
宮嵜 隆太郎,3825,住之江,28,229,35,4.67,15.2,29.6,41.0,2,0,0.14
宮嵜 隆太郎,3825,尼崎,13,104,23,4.93,22.1,34.6,45.1,1,0,0.15
宮嵜 隆太郎,3825,鳴門,23,177,29,4.38,16.3,29.3,35.0,1,1,0.17
宮嵜 隆太郎,3825,丸亀,20,174,32,4.47,18.3,26.4,36.7,2,0,0.14
宮嵜 隆太郎,3825,児島,20,171,18,4.02,10.5,21.6,35.0,1,0,0.15
宮嵜 隆太郎,3825,宮島,26,234,36,4.35,15.3,26.9,35.0,1,0,0.15
宮嵜 隆太郎,3825,徳山,20,171,20,4.06,11.7,22.2,36.2,0,0,0.16
宮嵜 隆太郎,3825,下関,30,277,51,4.57,18.4,30.3,38.6,2,0,0.15
宮嵜 隆太郎,3825,若松,61,557,106,4.79,19.0,31.2,43.0,2,0,0.14
宮嵜 隆太郎,3825,芦屋,69,622,106,4.62,17.0,29.2,41.3,3,0,0.14
宮嵜 隆太郎,3825,福岡,64,545,88,4.48,16.1,27.7,38.5,3,0,0.15
宮嵜 隆太郎,3825,唐津,33,268,46,4.68,17.1,32.0,42.9,1,0,0.14
宮嵜 隆太郎,3825,大村,39,318,56,4.76,17.6,30.8,43.4,1,0,0.15
