name,regno,場,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST
池田 正美,2520,桐生,9,60,6,4.32,10.0,25.0,41.6,0,0,0.25
池田 正美,2520,戸田,7,48,10,5.06,20.8,35.4,47.9,0,0,0.22
池田 正美,2520,江戸川,4,23,2,4.04,8.7,13.0,39.1,0,0,0.22
池田 正美,2520,平和島,6,43,6,4.37,13.9,23.2,34.8,0,0,0.22
池田 正美,2520,多摩川,5,34,3,3.71,8.8,17.6,32.3,0,0,0.2
池田 正美,2520,浜名湖,7,53,6,4.0,11.3,24.5,33.9,0,0,0.22
池田 正美,2520,蒲郡,5,38,3,3.55,7.8,15.7,26.3,0,0,0.28
池田 正美,2520,常滑,6,46,4,4.65,8.7,26.0,43.4,0,0,0.24
池田 正美,2520,津,9,65,7,4.58,10.7,27.6,43.0,0,0,0.21
池田 正美,2520,三国,7,41,5,4.17,12.2,31.7,31.7,0,0,0.23
池田 正美,2520,びわこ,4,31,5,4.32,16.1,22.5,38.7,0,0,0.22
池田 正美,2520,住之江,4,35,0,3.49,0.0,11.4,28.5,0,0,0.19
池田 正美,2520,尼崎,5,39,4,4.23,10.2,25.6,41.0,0,0,0.2
池田 正美,2520,鳴門,7,57,6,4.58,10.5,22.8,43.8,0,0,0.19
池田 正美,2520,丸亀,6,44,4,4.82,9.0,34.0,43.1,0,0,0.2
池田 正美,2520,児島,9,79,8,4.19,10.1,24.0,37.9,0,0,0.22
池田 正美,2520,宮島,8,64,2,3.66,3.1,14.0,29.6,0,0,0.21
池田 正美,2520,徳山,9,73,10,4.25,13.7,26.0,39.7,0,0,0.22
池田 正美,2520,下関,11,94,8,4.38,8.5,25.5,42.5,0,0,0.22
池田 正美,2520,若松,12,99,11,4.12,11.1,22.2,35.3,0,0,0.19
池田 正美,2520,芦屋,6,46,5,4.28,10.8,23.9,41.3,0,0,0.2
池田 正美,2520,福岡,14,102,2,3.74,1.9,17.6,34.3,0,0,0.21
池田 正美,2520,唐津,14,116,10,4.16,8.6,19.8,38.7,0,0,0.2
池田 正美,2520,大村,24,191,15,4.11,7.8,23.0,33.5,0,0,0.19
