name,regno,グレード,出場節数,出走数,1着数,勝率,1着率,2連対率,3連対率,優出,優勝,平均ST,平均ST順
池田 明美,3894,SG,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
池田 明美,3894,G1,14,122,17,5.58,13.9,27.0,39.3,2,0,0.16,3.3
池田 明美,3894,G2,1,9,1,4.44,11.1,22.2,22.2,0,0,0.17,4.0
池田 明美,3894,G3,146,1351,298,5.55,22.0,41.0,54.5,24,4,0.18,2.9
池田 明美,3894,一般,330,2748,512,4.91,18.6,33.3,45.9,34,6,0.19,3.1
池田 明美,3894,総合,491,4230,828,5.13,19.5,35.5,48.4,60,10,0.19,3.0
