name,regno,コース,出走数,1着数,1着率,2連対率,3連対率,平均ST,平均ST順
島崎 丈一朗,5175,1 コース,57,9,15.7,33.3,49.1,0.19,3.7
島崎 丈一朗,5175,2 コース,78,6,7.6,28.2,38.4,0.2,4.4
島崎 丈一朗,5175,3 コース,101,2,1.9,11.8,28.7,0.18,3.8
島崎 丈一朗,5175,4 コース,98,2,2.0,10.2,32.6,0.19,3.9
島崎 丈一朗,5175,5 コース,123,2,1.6,9.7,17.8,0.2,4.3
島崎 丈一朗,5175,6 コース,257,0,0.0,0.7,3.8,0.22,4.7
